"","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety"
"1",0.8,0.8,0.799069444444444,0.869333333333333,0.89,0.898611111111111,0.944444444444444,0.888888888888889,1,0.8,0.8,0.799069444444444,0.869333333333333,0.89,0.898611111111111,0.944444444444444,0.888888888888889,1,0.8,0.8,0.799069444444444,0.869333333333333,0.89,0.898611111111111,0.944444444444444,0.888888888888889,1
"2",0.8,0.8,0.799138888888889,0.869166666666667,0.89,0.898611111111111,0.944444444444444,0.888888888888889,1,0.8,0.8,0.799138888888889,0.869166666666667,0.89,0.898611111111111,0.944444444444444,0.888888888888889,1,0.8,0.8,0.799138888888889,0.869166666666667,0.89,0.898611111111111,0.944444444444444,0.888888888888889,1
"3",0.8,0.8,0.801180555555556,0.938833333333333,0.936666666666667,0.918055555555556,1,1,1,0.8,0.8,0.801180555555556,0.938833333333333,0.936666666666667,0.918055555555556,1,1,1,0.8,0.8,0.801180555555556,0.938833333333333,0.936666666666667,0.918055555555556,1,1,1
"4",0.8,0.8,0.801472222222222,0.940833333333333,0.935555555555556,0.915277777777778,1,1,1,0.8,0.8,0.801472222222222,0.940833333333333,0.935555555555556,0.915277777777778,1,1,1,0.8,0.8,0.801472222222222,0.940833333333333,0.935555555555556,0.915277777777778,1,1,1
"5",0.866666666666667,0.866666666666667,0.868513888888889,0.969,0.964444444444444,0.951388888888889,1,1,1,0.866666666666667,0.866666666666667,0.868513888888889,0.969,0.964444444444444,0.951388888888889,1,1,1,0.866666666666667,0.866666666666667,0.868513888888889,0.969,0.964444444444444,0.951388888888889,1,1,1
"6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11",0.733333333333333,0.733333333333333,0.734638888888889,0.834,0.846666666666667,0.890277777777778,0.855555555555556,0.861111111111111,1,0.733333333333333,0.733333333333333,0.734638888888889,0.834,0.846666666666667,0.890277777777778,0.855555555555556,0.861111111111111,1,0.733333333333333,0.733333333333333,0.734638888888889,0.834,0.846666666666667,0.890277777777778,0.855555555555556,0.861111111111111,1
"12",0.733333333333333,0.733333333333333,0.734722222222222,0.834166666666667,0.845555555555556,0.891666666666667,0.855555555555556,0.861111111111111,1,0.733333333333333,0.733333333333333,0.734722222222222,0.834166666666667,0.845555555555556,0.891666666666667,0.855555555555556,0.861111111111111,1,0.733333333333333,0.733333333333333,0.734722222222222,0.834166666666667,0.845555555555556,0.891666666666667,0.855555555555556,0.861111111111111,1
"13",0.8,0.8,0.800375,0.836833333333333,0.855555555555556,0.911111111111111,0.866666666666667,0.866666666666667,1,0.8,0.8,0.800375,0.836833333333333,0.855555555555556,0.911111111111111,0.866666666666667,0.866666666666667,1,0.8,0.8,0.800375,0.836833333333333,0.855555555555556,0.911111111111111,0.866666666666667,0.866666666666667,1
"14",0.566666666666667,0.566944444444444,0.566277777777778,0.5535,0.567777777777778,0.6,0.627777777777778,0.588888888888889,0.666666666666667,0.566666666666667,0.566944444444444,0.566277777777778,0.5535,0.567777777777778,0.6,0.627777777777778,0.588888888888889,0.666666666666667,0.566666666666667,0.566944444444444,0.566277777777778,0.5535,0.567777777777778,0.6,0.627777777777778,0.588888888888889,0.666666666666667
"15",0.933333333333333,0.933333333333333,0.934833333333333,0.966166666666667,0.967777777777778,0.961111111111111,1,1,1,0.933333333333333,0.933333333333333,0.934833333333333,0.966166666666667,0.967777777777778,0.961111111111111,1,1,1,0.933333333333333,0.933333333333333,0.934833333333333,0.966166666666667,0.967777777777778,0.961111111111111,1,1,1
"16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"19",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
