"","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety"
"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6",0.7,0.701805555555556,0.702347222222222,0.68325,0.688333333333333,0.677083333333333,0.715277777777778,0.811111111111111,0.833333333333333,0.7,0.701805555555556,0.702347222222222,0.68325,0.688333333333333,0.677083333333333,0.715277777777778,0.811111111111111,0.833333333333333,0.7,0.701805555555556,0.702347222222222,0.68325,0.688333333333333,0.677083333333333,0.715277777777778,0.811111111111111,0.833333333333333
"7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8",0.65,0.651527777777778,0.652,0.666,0.678888888888889,0.641666666666667,0.663888888888889,0.794444444444445,0.833333333333333,0.65,0.651527777777778,0.652,0.666,0.678888888888889,0.641666666666667,0.663888888888889,0.794444444444445,0.833333333333333,0.65,0.651527777777778,0.652,0.666,0.678888888888889,0.641666666666667,0.663888888888889,0.794444444444445,0.833333333333333
"9",0.65,0.651388888888889,0.651923611111111,0.6675,0.681111111111111,0.647916666666667,0.668055555555556,0.8,0.833333333333333,0.65,0.651388888888889,0.651923611111111,0.6675,0.681111111111111,0.647916666666667,0.668055555555556,0.8,0.833333333333333,0.65,0.651388888888889,0.651923611111111,0.6675,0.681111111111111,0.647916666666667,0.668055555555556,0.8,0.833333333333333
"10",0.933333333333333,0.933333333333333,0.933277777777778,1,1,1,1,1,1,0.933333333333333,0.933333333333333,0.933277777777778,1,1,1,1,1,1,0.933333333333333,0.933333333333333,0.933277777777778,1,1,1,1,1,1
"11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12",0.633333333333333,0.633333333333333,0.632631944444444,0.717916666666667,0.73,0.697916666666667,0.740277777777778,0.705555555555555,1,0.633333333333333,0.633333333333333,0.632631944444444,0.717916666666667,0.73,0.697916666666667,0.740277777777778,0.705555555555555,1,0.633333333333333,0.633333333333333,0.632631944444444,0.717916666666667,0.73,0.697916666666667,0.740277777777778,0.705555555555555,1
"13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",0.85,0.851527777777778,0.8515625,0.83725,0.843888888888889,0.867361111111111,0.926388888888889,0.922222222222222,0.833333333333333,0.85,0.851527777777778,0.8515625,0.83725,0.843888888888889,0.867361111111111,0.926388888888889,0.922222222222222,0.833333333333333,0.85,0.851527777777778,0.8515625,0.83725,0.843888888888889,0.867361111111111,0.926388888888889,0.922222222222222,0.833333333333333
"17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18",0.833333333333333,0.832083333333333,0.832263888888889,0.939666666666667,0.951111111111111,0.952083333333333,0.933333333333333,0.925,0.833333333333333,0.833333333333333,0.832083333333333,0.832263888888889,0.939666666666667,0.951111111111111,0.952083333333333,0.933333333333333,0.925,0.833333333333333,0.833333333333333,0.832083333333333,0.832263888888889,0.939666666666667,0.951111111111111,0.952083333333333,0.933333333333333,0.925,0.833333333333333
"19",0.8,0.8,0.800701388888889,0.90475,0.908333333333333,0.909722222222222,0.890277777777778,0.933333333333333,1,0.8,0.8,0.800701388888889,0.90475,0.908333333333333,0.909722222222222,0.890277777777778,0.933333333333333,1,0.8,0.8,0.800701388888889,0.90475,0.908333333333333,0.909722222222222,0.890277777777778,0.933333333333333,1
"20",0.833333333333333,0.833333333333333,0.833284722222222,0.9045,0.903333333333333,0.902777777777778,0.883333333333333,0.944444444444444,1,0.833333333333333,0.833333333333333,0.833284722222222,0.9045,0.903333333333333,0.902777777777778,0.883333333333333,0.944444444444444,1,0.833333333333333,0.833333333333333,0.833284722222222,0.9045,0.903333333333333,0.902777777777778,0.883333333333333,0.944444444444444,1
"21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24",0.766666666666667,0.766666666666667,0.767520833333333,0.904916666666667,0.912222222222222,0.911805555555556,0.881944444444444,0.9,0.833333333333333,0.766666666666667,0.766666666666667,0.767520833333333,0.904916666666667,0.912222222222222,0.911805555555556,0.881944444444444,0.9,0.833333333333333,0.766666666666667,0.766666666666667,0.767520833333333,0.904916666666667,0.912222222222222,0.911805555555556,0.881944444444444,0.9,0.833333333333333
"25",0.566666666666667,0.566666666666667,0.564576388888889,0.633416666666667,0.648333333333333,0.625694444444444,0.602777777777778,0.686111111111111,0.666666666666667,0.566666666666667,0.566666666666667,0.564576388888889,0.633416666666667,0.648333333333333,0.625694444444444,0.602777777777778,0.686111111111111,0.666666666666667,0.566666666666667,0.566666666666667,0.564576388888889,0.633416666666667,0.648333333333333,0.625694444444444,0.602777777777778,0.686111111111111,0.666666666666667
"26",0.566666666666667,0.566666666666667,0.564756944444444,0.633166666666667,0.652222222222222,0.622222222222222,0.605555555555556,0.708333333333333,0.666666666666667,0.566666666666667,0.566666666666667,0.564756944444444,0.633166666666667,0.652222222222222,0.622222222222222,0.605555555555556,0.708333333333333,0.666666666666667,0.566666666666667,0.566666666666667,0.564756944444444,0.633166666666667,0.652222222222222,0.622222222222222,0.605555555555556,0.708333333333333,0.666666666666667
"27",0.566666666666667,0.566666666666667,0.564944444444444,0.6345,0.657222222222222,0.629861111111111,0.606944444444445,0.702777777777778,0.666666666666667,0.566666666666667,0.566666666666667,0.564944444444444,0.6345,0.657222222222222,0.629861111111111,0.606944444444445,0.702777777777778,0.666666666666667,0.566666666666667,0.566666666666667,0.564944444444444,0.6345,0.657222222222222,0.629861111111111,0.606944444444445,0.702777777777778,0.666666666666667
"28",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29",0.6,0.6,0.599763888888889,0.649,0.672777777777778,0.634722222222222,0.670833333333333,0.802777777777778,0.666666666666667,0.6,0.6,0.599763888888889,0.649,0.672777777777778,0.634722222222222,0.670833333333333,0.802777777777778,0.666666666666667,0.6,0.6,0.599763888888889,0.649,0.672777777777778,0.634722222222222,0.670833333333333,0.802777777777778,0.666666666666667
"30",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"31",0.633333333333333,0.633333333333333,0.633145833333333,0.629416666666667,0.622777777777778,0.638194444444445,0.623611111111111,0.708333333333333,0.666666666666667,0.633333333333333,0.633333333333333,0.633145833333333,0.629416666666667,0.622777777777778,0.638194444444445,0.623611111111111,0.708333333333333,0.666666666666667,0.633333333333333,0.633333333333333,0.633145833333333,0.629416666666667,0.622777777777778,0.638194444444445,0.623611111111111,0.708333333333333,0.666666666666667
"32",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"33",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34",0.6,0.6,0.600902777777778,0.632166666666667,0.643333333333333,0.647222222222222,0.616666666666667,0.691666666666667,0.833333333333333,0.6,0.6,0.600902777777778,0.632166666666667,0.643333333333333,0.647222222222222,0.616666666666667,0.691666666666667,0.833333333333333,0.6,0.6,0.600902777777778,0.632166666666667,0.643333333333333,0.647222222222222,0.616666666666667,0.691666666666667,0.833333333333333
"35",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"36",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"37",0.683333333333333,0.682222222222222,0.6815,0.700916666666667,0.701111111111111,0.711805555555556,0.75,0.772222222222222,0.833333333333333,0.683333333333333,0.682222222222222,0.6815,0.700916666666667,0.701111111111111,0.711805555555556,0.75,0.772222222222222,0.833333333333333,0.683333333333333,0.682222222222222,0.6815,0.700916666666667,0.701111111111111,0.711805555555556,0.75,0.772222222222222,0.833333333333333
"38",0.766666666666667,0.766666666666667,0.766,0.725333333333333,0.738333333333333,0.734722222222222,0.733333333333333,0.761111111111111,0.833333333333333,0.766666666666667,0.766666666666667,0.766,0.725333333333333,0.738333333333333,0.734722222222222,0.733333333333333,0.761111111111111,0.833333333333333,0.766666666666667,0.766666666666667,0.766,0.725333333333333,0.738333333333333,0.734722222222222,0.733333333333333,0.761111111111111,0.833333333333333
"39",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"40",0.766666666666667,0.766666666666667,0.766881944444444,0.7545,0.766666666666667,0.748611111111111,0.744444444444444,0.755555555555556,1,0.766666666666667,0.766666666666667,0.766881944444444,0.7545,0.766666666666667,0.748611111111111,0.744444444444444,0.755555555555556,1,0.766666666666667,0.766666666666667,0.766881944444444,0.7545,0.766666666666667,0.748611111111111,0.744444444444444,0.755555555555556,1
"41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42",0.816666666666667,0.816388888888889,0.815631944444444,0.862166666666667,0.856111111111111,0.840972222222222,0.868055555555556,0.913888888888889,1,0.816666666666667,0.816388888888889,0.815631944444444,0.862166666666667,0.856111111111111,0.840972222222222,0.868055555555556,0.913888888888889,1,0.816666666666667,0.816388888888889,0.815631944444444,0.862166666666667,0.856111111111111,0.840972222222222,0.868055555555556,0.913888888888889,1
"43",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"45",0.583333333333333,0.583611111111111,0.583083333333333,0.594416666666667,0.581666666666667,0.559722222222222,0.538888888888889,0.677777777777778,0.833333333333333,0.583333333333333,0.583611111111111,0.583083333333333,0.594416666666667,0.581666666666667,0.559722222222222,0.538888888888889,0.677777777777778,0.833333333333333,0.583333333333333,0.583611111111111,0.583083333333333,0.594416666666667,0.581666666666667,0.559722222222222,0.538888888888889,0.677777777777778,0.833333333333333
"46",0.666666666666667,0.666666666666667,0.666194444444444,0.6795,0.671666666666667,0.717361111111111,0.751388888888889,0.747222222222222,0.833333333333333,0.666666666666667,0.666666666666667,0.666194444444444,0.6795,0.671666666666667,0.717361111111111,0.751388888888889,0.747222222222222,0.833333333333333,0.666666666666667,0.666666666666667,0.666194444444444,0.6795,0.671666666666667,0.717361111111111,0.751388888888889,0.747222222222222,0.833333333333333
"47",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48",0.683333333333333,0.679861111111111,0.680333333333333,0.688833333333333,0.692222222222222,0.7375,0.791666666666667,0.75,0.833333333333333,0.683333333333333,0.679861111111111,0.680333333333333,0.688833333333333,0.692222222222222,0.7375,0.791666666666667,0.75,0.833333333333333,0.683333333333333,0.679861111111111,0.680333333333333,0.688833333333333,0.692222222222222,0.7375,0.791666666666667,0.75,0.833333333333333
