"","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety"
"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",0.933333333333333,0.933333333333333,0.9335625,0.937416666666667,0.950555555555556,0.9375,0.938888888888889,1,1,0.933333333333333,0.933333333333333,0.9335625,0.937416666666667,0.950555555555556,0.9375,0.938888888888889,1,1,0.933333333333333,0.933333333333333,0.9335625,0.937416666666667,0.950555555555556,0.9375,0.938888888888889,1,1
"3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12",0.933333333333333,0.933333333333333,0.932986111111111,1,1,1,1,1,1,0.933333333333333,0.933333333333333,0.932986111111111,1,1,1,1,1,1,0.933333333333333,0.933333333333333,0.932986111111111,1,1,1,1,1,1
"13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"17",0.666666666666667,0.666666666666667,0.666673611111111,0.701166666666667,0.718333333333333,0.713888888888889,0.6875,0.783333333333333,1,0.666666666666667,0.666666666666667,0.666673611111111,0.701166666666667,0.718333333333333,0.713888888888889,0.6875,0.783333333333333,1,0.666666666666667,0.666666666666667,0.666673611111111,0.701166666666667,0.718333333333333,0.713888888888889,0.6875,0.783333333333333,1
"18",0.866666666666667,0.866666666666667,0.866888888888889,0.86625,0.862222222222222,0.866666666666667,0.904166666666667,1,1,0.866666666666667,0.866666666666667,0.866888888888889,0.86625,0.862222222222222,0.866666666666667,0.904166666666667,1,1,0.866666666666667,0.866666666666667,0.866888888888889,0.86625,0.862222222222222,0.866666666666667,0.904166666666667,1,1
"19",0.65,0.655138888888889,0.655965277777778,0.701833333333333,0.736111111111111,0.760416666666667,0.844444444444444,0.825,0.833333333333333,0.65,0.655138888888889,0.655965277777778,0.701833333333333,0.736111111111111,0.760416666666667,0.844444444444444,0.825,0.833333333333333,0.65,0.655138888888889,0.655965277777778,0.701833333333333,0.736111111111111,0.760416666666667,0.844444444444444,0.825,0.833333333333333
"20",0.816666666666667,0.820694444444444,0.821368055555556,0.788916666666667,0.822222222222222,0.833333333333333,0.851388888888889,0.822222222222222,0.833333333333333,0.816666666666667,0.820694444444444,0.821368055555556,0.788916666666667,0.822222222222222,0.833333333333333,0.851388888888889,0.822222222222222,0.833333333333333,0.816666666666667,0.820694444444444,0.821368055555556,0.788916666666667,0.822222222222222,0.833333333333333,0.851388888888889,0.822222222222222,0.833333333333333
"21",0.65,0.651944444444444,0.6524375,0.619333333333333,0.657222222222222,0.595833333333333,0.613888888888889,0.658333333333333,0.666666666666667,0.65,0.651944444444444,0.6524375,0.619333333333333,0.657222222222222,0.595833333333333,0.613888888888889,0.658333333333333,0.666666666666667,0.65,0.651944444444444,0.6524375,0.619333333333333,0.657222222222222,0.595833333333333,0.613888888888889,0.658333333333333,0.666666666666667
"22",0.65,0.650138888888889,0.650138888888889,0.662166666666667,0.647222222222222,0.604861111111111,0.715277777777778,0.755555555555556,0.666666666666667,0.65,0.650138888888889,0.650138888888889,0.662166666666667,0.647222222222222,0.604861111111111,0.715277777777778,0.755555555555556,0.666666666666667,0.65,0.650138888888889,0.650138888888889,0.662166666666667,0.647222222222222,0.604861111111111,0.715277777777778,0.755555555555556,0.666666666666667
"23",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"25",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29",0.7,0.7,0.697902777777778,0.67275,0.671111111111111,0.71875,0.7375,0.738888888888889,0.833333333333333,0.7,0.7,0.697902777777778,0.67275,0.671111111111111,0.71875,0.7375,0.738888888888889,0.833333333333333,0.7,0.7,0.697902777777778,0.67275,0.671111111111111,0.71875,0.7375,0.738888888888889,0.833333333333333
"30",0.7,0.7,0.697972222222222,0.6735,0.672222222222222,0.719444444444444,0.734722222222222,0.733333333333333,0.833333333333333,0.7,0.7,0.697972222222222,0.6735,0.672222222222222,0.719444444444444,0.734722222222222,0.733333333333333,0.833333333333333,0.7,0.7,0.697972222222222,0.6735,0.672222222222222,0.719444444444444,0.734722222222222,0.733333333333333,0.833333333333333
"31",0.766666666666667,0.766666666666667,0.76525,0.732333333333333,0.716666666666667,0.728472222222222,0.702777777777778,0.708333333333333,0.666666666666667,0.766666666666667,0.766666666666667,0.76525,0.732333333333333,0.716666666666667,0.728472222222222,0.702777777777778,0.708333333333333,0.666666666666667,0.766666666666667,0.766666666666667,0.76525,0.732333333333333,0.716666666666667,0.728472222222222,0.702777777777778,0.708333333333333,0.666666666666667
"32",0.766666666666667,0.766666666666667,0.765444444444444,0.732583333333333,0.717222222222222,0.729861111111111,0.702777777777778,0.697222222222222,0.666666666666667,0.766666666666667,0.766666666666667,0.765444444444444,0.732583333333333,0.717222222222222,0.729861111111111,0.702777777777778,0.697222222222222,0.666666666666667,0.766666666666667,0.766666666666667,0.765444444444444,0.732583333333333,0.717222222222222,0.729861111111111,0.702777777777778,0.697222222222222,0.666666666666667
"33",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34",0.766666666666667,0.766666666666667,0.765694444444444,0.73325,0.726666666666667,0.740972222222222,0.701388888888889,0.686111111111111,0.666666666666667,0.766666666666667,0.766666666666667,0.765694444444444,0.73325,0.726666666666667,0.740972222222222,0.701388888888889,0.686111111111111,0.666666666666667,0.766666666666667,0.766666666666667,0.765694444444444,0.73325,0.726666666666667,0.740972222222222,0.701388888888889,0.686111111111111,0.666666666666667
"35",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"36",0.7,0.7,0.6993125,0.66925,0.665,0.702083333333333,0.702777777777778,0.694444444444444,0.666666666666667,0.7,0.7,0.6993125,0.66925,0.665,0.702083333333333,0.702777777777778,0.694444444444444,0.666666666666667,0.7,0.7,0.6993125,0.66925,0.665,0.702083333333333,0.702777777777778,0.694444444444444,0.666666666666667
"37",0.933333333333333,0.933333333333333,0.933041666666667,0.92725,0.920555555555556,0.899305555555556,0.897222222222222,1,1,0.933333333333333,0.933333333333333,0.933041666666667,0.92725,0.920555555555556,0.899305555555556,0.897222222222222,1,1,0.933333333333333,0.933333333333333,0.933041666666667,0.92725,0.920555555555556,0.899305555555556,0.897222222222222,1,1
"38",0.933333333333333,0.933333333333333,0.933013888888889,0.92625,0.923888888888889,0.902083333333333,0.895833333333333,1,1,0.933333333333333,0.933333333333333,0.933013888888889,0.92625,0.923888888888889,0.902083333333333,0.895833333333333,1,1,0.933333333333333,0.933333333333333,0.933013888888889,0.92625,0.923888888888889,0.902083333333333,0.895833333333333,1,1
"39",0.8,0.8,0.80025,0.86425,0.861666666666667,0.872222222222222,0.9125,1,1,0.8,0.8,0.80025,0.86425,0.861666666666667,0.872222222222222,0.9125,1,1,0.8,0.8,0.80025,0.86425,0.861666666666667,0.872222222222222,0.9125,1,1
"40",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42",0.833333333333333,0.833333333333333,0.833,0.908083333333333,0.896666666666667,0.869444444444444,0.918055555555556,1,1,0.833333333333333,0.833333333333333,0.833,0.908083333333333,0.896666666666667,0.869444444444444,0.918055555555556,1,1,0.833333333333333,0.833333333333333,0.833,0.908083333333333,0.896666666666667,0.869444444444444,0.918055555555556,1,1
"43",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"46",0.55,0.551666666666667,0.551152777777778,0.51175,0.525,0.50625,0.575,0.613888888888889,0.666666666666667,0.55,0.551666666666667,0.551152777777778,0.51175,0.525,0.50625,0.575,0.613888888888889,0.666666666666667,0.55,0.551666666666667,0.551152777777778,0.51175,0.525,0.50625,0.575,0.613888888888889,0.666666666666667
"47",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48",0.766666666666667,0.766666666666667,0.766340277777778,0.85375,0.860555555555556,0.865972222222222,0.929166666666667,1,1,0.766666666666667,0.766666666666667,0.766340277777778,0.85375,0.860555555555556,0.865972222222222,0.929166666666667,1,1,0.766666666666667,0.766666666666667,0.766340277777778,0.85375,0.860555555555556,0.865972222222222,0.929166666666667,1,1
"49",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50",0.766666666666667,0.766666666666667,0.766326388888889,0.856833333333333,0.86,0.865972222222222,0.931944444444444,1,1,0.766666666666667,0.766666666666667,0.766326388888889,0.856833333333333,0.86,0.865972222222222,0.931944444444444,1,1,0.766666666666667,0.766666666666667,0.766326388888889,0.856833333333333,0.86,0.865972222222222,0.931944444444444,1,1
"51",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"52",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",0.766666666666667,0.766666666666667,0.766381944444444,0.8555,0.860555555555556,0.868055555555556,0.922222222222222,1,1,0.766666666666667,0.766666666666667,0.766381944444444,0.8555,0.860555555555556,0.868055555555556,0.922222222222222,1,1,0.766666666666667,0.766666666666667,0.766381944444444,0.8555,0.860555555555556,0.868055555555556,0.922222222222222,1,1
"54",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
