"","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety"
"1",0.933333333333333,0.933333333333333,0.934083333333333,0.936166666666667,0.934444444444444,0.955555555555556,1,1,1,0.933333333333333,0.933333333333333,0.934083333333333,0.936166666666667,0.934444444444444,0.955555555555556,1,1,1,0.933333333333333,0.933333333333333,0.934083333333333,0.936166666666667,0.934444444444444,0.955555555555556,1,1,1
"2",0.866666666666667,0.866666666666667,0.867805555555556,0.872,0.876666666666667,0.881944444444444,0.9,1,1,0.866666666666667,0.866666666666667,0.867805555555556,0.872,0.876666666666667,0.881944444444444,0.9,1,1,0.866666666666667,0.866666666666667,0.867805555555556,0.872,0.876666666666667,0.881944444444444,0.9,1,1
"3",0.566666666666667,0.564444444444444,0.564319444444444,0.6065,0.595555555555556,0.577777777777778,0.516666666666667,0.544444444444444,0.666666666666667,0.566666666666667,0.564444444444444,0.564319444444444,0.6065,0.595555555555556,0.577777777777778,0.516666666666667,0.544444444444444,0.666666666666667,0.566666666666667,0.564444444444444,0.564319444444444,0.6065,0.595555555555556,0.577777777777778,0.516666666666667,0.544444444444444,0.666666666666667
"4",0.566666666666667,0.563888888888889,0.563902777777778,0.607166666666667,0.603333333333333,0.584722222222222,0.527777777777778,0.577777777777778,0.666666666666667,0.566666666666667,0.563888888888889,0.563902777777778,0.607166666666667,0.603333333333333,0.584722222222222,0.527777777777778,0.577777777777778,0.666666666666667,0.566666666666667,0.563888888888889,0.563902777777778,0.607166666666667,0.603333333333333,0.584722222222222,0.527777777777778,0.577777777777778,0.666666666666667
"5",0.566666666666667,0.564444444444445,0.564027777777778,0.615666666666667,0.617777777777778,0.606944444444445,0.563888888888889,0.577777777777778,0.666666666666667,0.566666666666667,0.564444444444445,0.564027777777778,0.615666666666667,0.617777777777778,0.606944444444445,0.563888888888889,0.577777777777778,0.666666666666667,0.566666666666667,0.564444444444445,0.564027777777778,0.615666666666667,0.617777777777778,0.606944444444445,0.563888888888889,0.577777777777778,0.666666666666667
"6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7",0.566666666666667,0.567777777777778,0.569805555555556,0.609666666666667,0.608888888888889,0.620833333333333,0.541666666666667,0.505555555555556,0.833333333333333,0.566666666666667,0.567777777777778,0.569805555555556,0.609666666666667,0.608888888888889,0.620833333333333,0.541666666666667,0.505555555555556,0.833333333333333,0.566666666666667,0.567777777777778,0.569805555555556,0.609666666666667,0.608888888888889,0.620833333333333,0.541666666666667,0.505555555555556,0.833333333333333
"8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11",0.666666666666667,0.666666666666667,0.667194444444444,0.637333333333333,0.634444444444444,0.625,0.572222222222222,0.633333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.667194444444444,0.637333333333333,0.634444444444444,0.625,0.572222222222222,0.633333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.667194444444444,0.637333333333333,0.634444444444444,0.625,0.572222222222222,0.633333333333333,0.666666666666667
"12",0.666666666666667,0.666666666666667,0.667513888888889,0.637,0.64,0.629166666666667,0.583333333333333,0.655555555555556,0.666666666666667,0.666666666666667,0.666666666666667,0.667513888888889,0.637,0.64,0.629166666666667,0.583333333333333,0.655555555555556,0.666666666666667,0.666666666666667,0.666666666666667,0.667513888888889,0.637,0.64,0.629166666666667,0.583333333333333,0.655555555555556,0.666666666666667
"13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",0.8,0.8,0.799416666666667,0.83,0.838888888888889,0.848611111111111,0.763888888888889,0.711111111111111,0.666666666666667,0.8,0.8,0.799416666666667,0.83,0.838888888888889,0.848611111111111,0.763888888888889,0.711111111111111,0.666666666666667,0.8,0.8,0.799416666666667,0.83,0.838888888888889,0.848611111111111,0.763888888888889,0.711111111111111,0.666666666666667
"15",0.633333333333333,0.632777777777778,0.631138888888889,0.5835,0.552222222222222,0.573611111111111,0.647222222222222,0.7,0.666666666666667,0.633333333333333,0.632777777777778,0.631138888888889,0.5835,0.552222222222222,0.573611111111111,0.647222222222222,0.7,0.666666666666667,0.633333333333333,0.632777777777778,0.631138888888889,0.5835,0.552222222222222,0.573611111111111,0.647222222222222,0.7,0.666666666666667
"16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18",0.766666666666667,0.77,0.770625,0.813333333333333,0.847777777777778,0.843055555555556,0.772222222222222,0.744444444444444,1,0.766666666666667,0.77,0.770625,0.813333333333333,0.847777777777778,0.843055555555556,0.772222222222222,0.744444444444444,1,0.766666666666667,0.77,0.770625,0.813333333333333,0.847777777777778,0.843055555555556,0.772222222222222,0.744444444444444,1
"19",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21",0.9,0.895,0.894847222222222,0.903666666666667,0.898888888888889,0.894444444444444,0.858333333333333,0.911111111111111,1,0.9,0.895,0.894847222222222,0.903666666666667,0.898888888888889,0.894444444444444,0.858333333333333,0.911111111111111,1,0.9,0.895,0.894847222222222,0.903666666666667,0.898888888888889,0.894444444444444,0.858333333333333,0.911111111111111,1
"22",0.733333333333333,0.733333333333333,0.733208333333333,0.694666666666667,0.71,0.670833333333333,0.552777777777778,0.638888888888889,0.666666666666667,0.733333333333333,0.733333333333333,0.733208333333333,0.694666666666667,0.71,0.670833333333333,0.552777777777778,0.638888888888889,0.666666666666667,0.733333333333333,0.733333333333333,0.733208333333333,0.694666666666667,0.71,0.670833333333333,0.552777777777778,0.638888888888889,0.666666666666667
"23",0.833333333333333,0.833611111111111,0.83375,0.834166666666667,0.825555555555556,0.826388888888889,0.844444444444444,0.761111111111111,1,0.833333333333333,0.833611111111111,0.83375,0.834166666666667,0.825555555555556,0.826388888888889,0.844444444444444,0.761111111111111,1,0.833333333333333,0.833611111111111,0.83375,0.834166666666667,0.825555555555556,0.826388888888889,0.844444444444444,0.761111111111111,1
"24",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"25",0.6,0.6,0.599291666666667,0.596166666666667,0.614444444444444,0.588888888888889,0.6,0.533333333333333,0.666666666666667,0.6,0.6,0.599291666666667,0.596166666666667,0.614444444444444,0.588888888888889,0.6,0.533333333333333,0.666666666666667,0.6,0.6,0.599291666666667,0.596166666666667,0.614444444444444,0.588888888888889,0.6,0.533333333333333,0.666666666666667
"26",0.6,0.6,0.599416666666667,0.597833333333333,0.614444444444444,0.591666666666667,0.602777777777778,0.538888888888889,0.666666666666667,0.6,0.6,0.599416666666667,0.597833333333333,0.614444444444444,0.591666666666667,0.602777777777778,0.538888888888889,0.666666666666667,0.6,0.6,0.599416666666667,0.597833333333333,0.614444444444444,0.591666666666667,0.602777777777778,0.538888888888889,0.666666666666667
