"","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety"
"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",0.716666666666667,0.713055555555556,0.712868055555556,0.71,0.686111111111111,0.711805555555556,0.6875,0.733333333333333,0.666666666666667,0.716666666666667,0.713055555555556,0.712868055555556,0.71,0.686111111111111,0.711805555555556,0.6875,0.733333333333333,0.666666666666667,0.716666666666667,0.713055555555556,0.712868055555556,0.71,0.686111111111111,0.711805555555556,0.6875,0.733333333333333,0.666666666666667
"3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6",0.833333333333333,0.833472222222222,0.833798611111111,0.86325,0.855,0.879861111111111,0.895833333333333,0.983333333333333,1,0.833333333333333,0.833472222222222,0.833798611111111,0.86325,0.855,0.879861111111111,0.895833333333333,0.983333333333333,1,0.833333333333333,0.833472222222222,0.833798611111111,0.86325,0.855,0.879861111111111,0.895833333333333,0.983333333333333,1
"7",0.833333333333333,0.834583333333333,0.835104166666667,0.864166666666667,0.853888888888889,0.877083333333333,0.888888888888889,0.983333333333333,1,0.833333333333333,0.834583333333333,0.835104166666667,0.864166666666667,0.853888888888889,0.877083333333333,0.888888888888889,0.983333333333333,1,0.833333333333333,0.834583333333333,0.835104166666667,0.864166666666667,0.853888888888889,0.877083333333333,0.888888888888889,0.983333333333333,1
"8",0.666666666666667,0.667777777777778,0.667993055555556,0.640416666666667,0.660555555555556,0.709722222222222,0.7625,0.75,0.916666666666667,0.666666666666667,0.667777777777778,0.667993055555556,0.640416666666667,0.660555555555556,0.709722222222222,0.7625,0.75,0.916666666666667,0.666666666666667,0.667777777777778,0.667993055555556,0.640416666666667,0.660555555555556,0.709722222222222,0.7625,0.75,0.916666666666667
"9",0.566666666666667,0.568472222222222,0.569986111111111,0.558,0.566666666666667,0.621527777777778,0.672222222222222,0.744444444444444,0.916666666666667,0.566666666666667,0.568472222222222,0.569986111111111,0.558,0.566666666666667,0.621527777777778,0.672222222222222,0.744444444444444,0.916666666666667,0.566666666666667,0.568472222222222,0.569986111111111,0.558,0.566666666666667,0.621527777777778,0.672222222222222,0.744444444444444,0.916666666666667
"10",0.6,0.597777777777778,0.598534722222222,0.637083333333333,0.660555555555556,0.640972222222222,0.593055555555556,0.580555555555555,0.75,0.6,0.597777777777778,0.598534722222222,0.637083333333333,0.660555555555556,0.640972222222222,0.593055555555556,0.580555555555555,0.75,0.6,0.597777777777778,0.598534722222222,0.637083333333333,0.660555555555556,0.640972222222222,0.593055555555556,0.580555555555555,0.75
"11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12",0.683333333333333,0.678472222222222,0.679902777777778,0.705083333333333,0.709444444444444,0.691666666666667,0.645833333333333,0.663888888888889,0.833333333333333,0.683333333333333,0.678472222222222,0.679902777777778,0.705083333333333,0.709444444444444,0.691666666666667,0.645833333333333,0.663888888888889,0.833333333333333,0.683333333333333,0.678472222222222,0.679902777777778,0.705083333333333,0.709444444444444,0.691666666666667,0.645833333333333,0.663888888888889,0.833333333333333
"13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",0.716666666666667,0.717083333333333,0.717194444444444,0.696333333333333,0.699444444444445,0.704166666666667,0.744444444444444,0.758333333333333,1,0.716666666666667,0.717083333333333,0.717194444444444,0.696333333333333,0.699444444444445,0.704166666666667,0.744444444444444,0.758333333333333,1,0.716666666666667,0.717083333333333,0.717194444444444,0.696333333333333,0.699444444444445,0.704166666666667,0.744444444444444,0.758333333333333,1
"17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
