"","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety"
"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7",0.633333333333333,0.6375,0.637298611111111,0.556,0.551666666666667,0.51875,0.547222222222222,0.577777777777778,0.666666666666667,0.633333333333333,0.6375,0.637298611111111,0.556,0.551666666666667,0.51875,0.547222222222222,0.577777777777778,0.666666666666667,0.633333333333333,0.6375,0.637298611111111,0.556,0.551666666666667,0.51875,0.547222222222222,0.577777777777778,0.666666666666667
"8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"17",0.9,0.901388888888889,0.900986111111111,0.92375,0.925,0.909722222222222,0.938888888888889,0.977777777777778,1,0.9,0.901388888888889,0.900986111111111,0.92375,0.925,0.909722222222222,0.938888888888889,0.977777777777778,1,0.9,0.901388888888889,0.900986111111111,0.92375,0.925,0.909722222222222,0.938888888888889,0.977777777777778,1
"18",0.9,0.897916666666667,0.898222222222222,0.934333333333333,0.941111111111111,0.924305555555556,0.945833333333333,0.930555555555556,1,0.9,0.897916666666667,0.898222222222222,0.934333333333333,0.941111111111111,0.924305555555556,0.945833333333333,0.930555555555556,1,0.9,0.897916666666667,0.898222222222222,0.934333333333333,0.941111111111111,0.924305555555556,0.945833333333333,0.930555555555556,1
"19",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21",0.8,0.8,0.799881944444444,0.88,0.892222222222222,0.865972222222222,0.933333333333333,0.933333333333333,1,0.8,0.8,0.799881944444444,0.88,0.892222222222222,0.865972222222222,0.933333333333333,0.933333333333333,1,0.8,0.8,0.799881944444444,0.88,0.892222222222222,0.865972222222222,0.933333333333333,0.933333333333333,1
"22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"25",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26",0.6,0.599305555555556,0.599138888888889,0.570166666666667,0.573888888888889,0.586111111111111,0.570833333333333,0.641666666666667,0.666666666666667,0.6,0.599305555555556,0.599138888888889,0.570166666666667,0.573888888888889,0.586111111111111,0.570833333333333,0.641666666666667,0.666666666666667,0.6,0.599305555555556,0.599138888888889,0.570166666666667,0.573888888888889,0.586111111111111,0.570833333333333,0.641666666666667,0.666666666666667
"27",0.6,0.599027777777778,0.598708333333333,0.570833333333333,0.568333333333333,0.581944444444444,0.570833333333333,0.636111111111111,0.666666666666667,0.6,0.599027777777778,0.598708333333333,0.570833333333333,0.568333333333333,0.581944444444444,0.570833333333333,0.636111111111111,0.666666666666667,0.6,0.599027777777778,0.598708333333333,0.570833333333333,0.568333333333333,0.581944444444444,0.570833333333333,0.636111111111111,0.666666666666667
"28",0.633333333333333,0.632222222222222,0.634027777777778,0.633083333333333,0.634444444444444,0.622916666666667,0.708333333333333,0.786111111111111,0.833333333333333,0.633333333333333,0.632222222222222,0.634027777777778,0.633083333333333,0.634444444444444,0.622916666666667,0.708333333333333,0.786111111111111,0.833333333333333,0.633333333333333,0.632222222222222,0.634027777777778,0.633083333333333,0.634444444444444,0.622916666666667,0.708333333333333,0.786111111111111,0.833333333333333
"29",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"30",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"31",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"32",0.633333333333333,0.635277777777778,0.6356875,0.699833333333333,0.693888888888889,0.701388888888889,0.716666666666667,0.680555555555556,0.833333333333333,0.633333333333333,0.635277777777778,0.6356875,0.699833333333333,0.693888888888889,0.701388888888889,0.716666666666667,0.680555555555556,0.833333333333333,0.633333333333333,0.635277777777778,0.6356875,0.699833333333333,0.693888888888889,0.701388888888889,0.716666666666667,0.680555555555556,0.833333333333333
"33",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34",0.633333333333333,0.635694444444444,0.636631944444444,0.6995,0.683333333333333,0.6875,0.7125,0.680555555555556,0.833333333333333,0.633333333333333,0.635694444444444,0.636631944444444,0.6995,0.683333333333333,0.6875,0.7125,0.680555555555556,0.833333333333333,0.633333333333333,0.635694444444444,0.636631944444444,0.6995,0.683333333333333,0.6875,0.7125,0.680555555555556,0.833333333333333
"35",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"36",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"37",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"38",0.633333333333333,0.635972222222222,0.636166666666667,0.621583333333333,0.623333333333333,0.58125,0.654166666666667,0.605555555555556,0.833333333333333,0.633333333333333,0.635972222222222,0.636166666666667,0.621583333333333,0.623333333333333,0.58125,0.654166666666667,0.605555555555556,0.833333333333333,0.633333333333333,0.635972222222222,0.636166666666667,0.621583333333333,0.623333333333333,0.58125,0.654166666666667,0.605555555555556,0.833333333333333
"39",0.933333333333333,0.933333333333333,0.933923611111111,0.965666666666667,0.96,1,1,1,1,0.933333333333333,0.933333333333333,0.933923611111111,0.965666666666667,0.96,1,1,1,1,0.933333333333333,0.933333333333333,0.933923611111111,0.965666666666667,0.96,1,1,1,1
"40",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42",0.866666666666667,0.866805555555556,0.867416666666667,0.803333333333333,0.816111111111111,0.822222222222222,0.834722222222222,0.863888888888889,1,0.866666666666667,0.866805555555556,0.867416666666667,0.803333333333333,0.816111111111111,0.822222222222222,0.834722222222222,0.863888888888889,1,0.866666666666667,0.866805555555556,0.867416666666667,0.803333333333333,0.816111111111111,0.822222222222222,0.834722222222222,0.863888888888889,1
"43",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"46",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"47",0.833333333333333,0.832916666666667,0.833375,0.882583333333333,0.877222222222222,0.907638888888889,0.865277777777778,0.936111111111111,1,0.833333333333333,0.832916666666667,0.833375,0.882583333333333,0.877222222222222,0.907638888888889,0.865277777777778,0.936111111111111,1,0.833333333333333,0.832916666666667,0.833375,0.882583333333333,0.877222222222222,0.907638888888889,0.865277777777778,0.936111111111111,1
"48",0.966666666666667,0.969305555555556,0.969423611111111,0.967416666666667,0.971111111111111,0.963888888888889,0.9875,1,1,0.966666666666667,0.969305555555556,0.969423611111111,0.967416666666667,0.971111111111111,0.963888888888889,0.9875,1,1,0.966666666666667,0.969305555555556,0.969423611111111,0.967416666666667,0.971111111111111,0.963888888888889,0.9875,1,1
"49",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50",0.966666666666667,0.969027777777778,0.969020833333333,0.9655,0.969444444444444,0.963194444444444,0.988888888888889,1,1,0.966666666666667,0.969027777777778,0.969020833333333,0.9655,0.969444444444444,0.963194444444444,0.988888888888889,1,1,0.966666666666667,0.969027777777778,0.969020833333333,0.9655,0.969444444444444,0.963194444444444,0.988888888888889,1,1
"51",0.966666666666667,0.96875,0.968736111111111,0.964166666666667,0.966111111111111,0.959027777777778,0.988888888888889,1,1,0.966666666666667,0.96875,0.968736111111111,0.964166666666667,0.966111111111111,0.959027777777778,0.988888888888889,1,1,0.966666666666667,0.96875,0.968736111111111,0.964166666666667,0.966111111111111,0.959027777777778,0.988888888888889,1,1
"52",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",0.966666666666667,0.968472222222222,0.9684375,0.963416666666667,0.965,0.957638888888889,0.986111111111111,1,1,0.966666666666667,0.968472222222222,0.9684375,0.963416666666667,0.965,0.957638888888889,0.986111111111111,1,1,0.966666666666667,0.968472222222222,0.9684375,0.963416666666667,0.965,0.957638888888889,0.986111111111111,1,1
"54",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57",0.8,0.8,0.800347222222222,0.905833333333333,0.902222222222222,0.922222222222222,0.956944444444444,0.913888888888889,1,0.8,0.8,0.800347222222222,0.905833333333333,0.902222222222222,0.922222222222222,0.956944444444444,0.913888888888889,1,0.8,0.8,0.800347222222222,0.905833333333333,0.902222222222222,0.922222222222222,0.956944444444444,0.913888888888889,1
"58",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"59",0.8,0.8,0.800194444444444,0.814916666666667,0.819444444444444,0.863888888888889,0.819444444444444,0.913888888888889,0.833333333333333,0.8,0.8,0.800194444444444,0.814916666666667,0.819444444444444,0.863888888888889,0.819444444444444,0.913888888888889,0.833333333333333,0.8,0.8,0.800194444444444,0.814916666666667,0.819444444444444,0.863888888888889,0.819444444444444,0.913888888888889,0.833333333333333
