"","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety"
"1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",0.733333333333333,0.743888888888889,0.744722222222222,0.696666666666667,0.72,0.758333333333333,0.780555555555556,0.755555555555556,1,0.733333333333333,0.743888888888889,0.744722222222222,0.696666666666667,0.72,0.758333333333333,0.780555555555556,0.755555555555556,1,0.733333333333333,0.743888888888889,0.744722222222222,0.696666666666667,0.72,0.758333333333333,0.780555555555556,0.755555555555556,1
"3",0.9,0.900833333333333,0.901194444444444,0.8595,0.836666666666667,0.848611111111111,0.805555555555556,0.755555555555556,1,0.9,0.900833333333333,0.901194444444444,0.8595,0.836666666666667,0.848611111111111,0.805555555555556,0.755555555555556,1,0.9,0.900833333333333,0.901194444444444,0.8595,0.836666666666667,0.848611111111111,0.805555555555556,0.755555555555556,1
"4",0.9,0.9025,0.902847222222222,0.864666666666667,0.842222222222222,0.85,0.819444444444444,0.777777777777778,1,0.9,0.9025,0.902847222222222,0.864666666666667,0.842222222222222,0.85,0.819444444444444,0.777777777777778,1,0.9,0.9025,0.902847222222222,0.864666666666667,0.842222222222222,0.85,0.819444444444444,0.777777777777778,1
"5",0.933333333333333,0.933611111111111,0.933861111111111,0.906666666666667,0.903333333333333,0.906944444444444,0.927777777777778,0.877777777777778,1,0.933333333333333,0.933611111111111,0.933861111111111,0.906666666666667,0.903333333333333,0.906944444444444,0.927777777777778,0.877777777777778,1,0.933333333333333,0.933611111111111,0.933861111111111,0.906666666666667,0.903333333333333,0.906944444444444,0.927777777777778,0.877777777777778,1
"6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7",0.966666666666667,0.966666666666667,0.966694444444444,0.969,0.971111111111111,0.979166666666667,1,1,1,0.966666666666667,0.966666666666667,0.966694444444444,0.969,0.971111111111111,0.979166666666667,1,1,1,0.966666666666667,0.966666666666667,0.966694444444444,0.969,0.971111111111111,0.979166666666667,1,1,1
"8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
