"","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety"
"1",0.75,0.753333333333333,0.753291666666667,0.822666666666667,0.822222222222222,0.85625,0.863888888888889,0.866666666666667,1,0.75,0.753333333333333,0.753291666666667,0.822666666666667,0.822222222222222,0.85625,0.863888888888889,0.866666666666667,1,0.75,0.753333333333333,0.753291666666667,0.822666666666667,0.822222222222222,0.85625,0.863888888888889,0.866666666666667,1
"2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6",0.616666666666667,0.613472222222222,0.613805555555556,0.595333333333333,0.624444444444444,0.643055555555555,0.7125,0.691666666666667,1,0.616666666666667,0.613472222222222,0.613805555555556,0.595333333333333,0.624444444444444,0.643055555555555,0.7125,0.691666666666667,1,0.616666666666667,0.613472222222222,0.613805555555556,0.595333333333333,0.624444444444444,0.643055555555555,0.7125,0.691666666666667,1
"7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8",0.633333333333333,0.630138888888889,0.630236111111111,0.5995,0.633333333333333,0.652777777777778,0.713888888888889,0.691666666666667,1,0.633333333333333,0.630138888888889,0.630236111111111,0.5995,0.633333333333333,0.652777777777778,0.713888888888889,0.691666666666667,1,0.633333333333333,0.630138888888889,0.630236111111111,0.5995,0.633333333333333,0.652777777777778,0.713888888888889,0.691666666666667,1
"9",0.6,0.595972222222222,0.595888888888889,0.59275,0.616111111111111,0.6375,0.702777777777778,0.694444444444444,1,0.6,0.595972222222222,0.595888888888889,0.59275,0.616111111111111,0.6375,0.702777777777778,0.694444444444444,1,0.6,0.595972222222222,0.595888888888889,0.59275,0.616111111111111,0.6375,0.702777777777778,0.694444444444444,1
"10",0.683333333333333,0.681388888888889,0.682340277777778,0.68,0.663888888888889,0.672222222222222,0.708333333333333,0.686111111111111,1,0.683333333333333,0.681388888888889,0.682340277777778,0.68,0.663888888888889,0.672222222222222,0.708333333333333,0.686111111111111,1,0.683333333333333,0.681388888888889,0.682340277777778,0.68,0.663888888888889,0.672222222222222,0.708333333333333,0.686111111111111,1
